uvrstitev,id,naslov,avtor,povp_ocena,st_ocen,ocena,st_glasov,zbirka,zap_st_knjige_v_zbirki
326,12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.02,683011,2274,27,,
327,16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,3.91,74289,2268,26,,
328,16181775,The Rosie Project,Graeme Simsion,4.01,493258,2261,28,Don Tillman,1
329,6837103,The Kitchen House,Kathleen Grissom,4.18,252346,2254,30,,
330,3656,The Sea,John Banville,3.52,30553,2246,27,,
331,6447501,Explosion in Paris,Linda Masemore Pirrung,3.49,5159,2238,24,,
332,5886881,Dark Places,Gillian Flynn,3.93,648809,2209,27,,
333,3975774,Evermore,Alyson Noel,3.59,284561,2206,31,The Immortals,1
334,10054335,Rules of Civility,Amor Towles,4.04,173181,2205,26,,
335,8755785,City of Heavenly Fire,Cassandra Clare,4.39,337141,2198,31,The Mortal Instruments,6
336,13536860,Fifty Shades Freed,E.L. James,3.84,767759,2193,29,Fifty Shades,3
337,33724,Can You Keep a Secret?,Sophie Kinsella,3.84,407173,2180,26,,
338,6411016,Matterhorn,Karl Marlantes,4.17,42880,2156,25,,
339,221059,JPod,Douglas Coupland,3.66,22616,2155,23,,
340,3466,The Wedding,Nicholas Sparks,3.97,148698,2130,25,The Notebook,2
341,7091488,Dead in the Family,Charlaine Harris,3.88,160287,2124,27,Sookie Stackhouse,10
342,140075,All Together Dead,Charlaine Harris,4.04,197458,2122,28,Sookie Stackhouse,7
342,13158800,The Light Between Oceans,M.L. Stedman,4.02,427997,2122,27,,
344,79790,Magical Thinking: True Stories,Augusten Burroughs,3.91,60577,2117,24,,
345,4820,"Mayflower: A Story of Courage, Community, and War",Nathaniel Philbrick,3.83,44703,2112,28,,
346,20388847,The Book of Occult,Simon W. Clark,3.67,8393,2099,21,,
347,54352941,Don't Close Your Eyes,Lynessa Layne,3.95,587,2094,21,,
348,55196363,Complicated Moonlight,Lynessa Layne,4.33,341,2085,21,DCYE,2
349,11250053,The Snow Child,Eowyn Ivey,3.97,131322,2083,26,,
350,19057,I Am the Messenger,Markus Zusak,4.01,154356,2074,26,,
351,5360,A Painted House,John Grisham,3.71,89871,2073,25,,
352,409,Against the Day,Thomas Pynchon,3.86,11566,2070,24,,
353,3228917,Outliers: The Story of Success,Malcolm Gladwell,4.17,645143,2062,25,,
354,24768,Pretties,Scott Westerfeld,3.84,249954,2056,27,Uglies,2
355,9799,The Fortress of Solitude,Jonathan Lethem,3.79,25660,2053,23,,
356,6654313,Linger,Maggie Stiefvater,3.88,168507,2036,27,The Wolves of Mercy Falls,2
357,2233407,From Dead to Worse,Charlaine Harris,3.99,185326,2027,29,Sookie Stackhouse,8
358,16059,The Dive from Clausen's Pier,Ann Packer,3.44,26806,2008,24,,
359,3755250,The Kindly Ones,Jonathan Littell,3.85,14800,2004,22,,
360,4909,Teacher Man,Frank McCourt,3.70,41799,2000,24,Frank McCourt,3
360,20483100,Wildalone,Krassi Zourkova,3.42,6848,2000,20,Wildalone Sagas,1
362,28700,Falling Man,Don DeLillo,3.29,17883,1995,20,,
363,49465,Those Who Save Us,Jenna Blum,4.09,101446,1994,23,,
364,5933841,Inherent Vice,Thomas Pynchon,3.72,32970,1983,24,,
365,13538873,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,3.73,188683,1946,24,Mr. Penumbra's 24-Hour Bookstore,1
366,127455,The Lies of Locke Lamora,Scott Lynch,4.25,258525,1935,23,Gentleman Bastard,1
367,86643,Mistress of the Art of Death,Ariana Franklin,3.89,43715,1929,23,Mistress of the Art of Death,1
368,88815,The Reluctant Fundamentalist,Mohsin Hamid,3.71,73419,1922,24,,
369,6135237,South of Broad,Pat Conroy,3.80,46616,1920,24,,
370,227593,Three Junes,Julia Glass,3.56,45796,1919,23,,
371,764347,Unwind,Neal Shusterman,4.15,213483,1905,22,Unwind,1
371,17167166,Crown of Midnight,Sarah J. Maas,4.36,451932,1905,25,Throne of Glass,2
373,1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,105068,1896,23,,
374,13453029,Wool Omnibus,Hugh Howey,4.19,176940,1895,23,Silo,1
375,32370,Dry,Augusten Burroughs,3.98,96275,1875,22,,
376,6468666,The Reckoning,Kelley Armstrong,4.14,121043,1868,25,Darkest Powers,3
377,30183,Marked,P.C. Cast,3.80,465273,1862,28,House of Night,1
378,9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,3.83,184893,1854,23,,
379,107821,Bridge of Sighs,Richard Russo,3.75,26046,1839,23,,
380,7791997,Crescendo,Becca Fitzpatrick,4.00,303028,1834,26,"Hush, Hush",2
381,249747,Artemis Fowl,Eoin Colfer,3.85,535042,1822,27,Artemis Fowl,1
382,112750,Darkfever,Karen Marie Moning,4.04,176757,1811,23,Fever,1
383,144977,The Tender Bar: A Memoir,J.R. Moehringer,3.88,37886,1805,20,,
384,9067850,The Throne of Fire,Rick Riordan,4.16,188353,1795,24,The Kane Chronicles,2
385,139087,The Line of Beauty,Alan Hollinghurst,3.70,28184,1793,22,,
386,111450,Quidditch Through the Ages,J.K. Rowling,3.81,168503,1791,28,,
387,112525,Winter's Bone,Daniel Woodrell,3.85,35500,1789,24,,
388,8709527,Bloodlines,Richelle Mead,4.17,184076,1786,24,Bloodlines,1
389,7631105,The Scorch Trials,James Dashner,3.90,503144,1781,25,The Maze Runner,2
390,305234,Wicked Lovely,Melissa Marr,3.69,171466,1777,24,Wicked Lovely,1
391,140079,Definitely Dead,Charlaine Harris,3.99,203903,1770,25,Sookie Stackhouse,6
392,7740152,Torment,Lauren Kate,3.85,227969,1716,24,Fallen,2
392,18079776,The Invention of Wings,Sue Monk Kidd,4.23,287842,1716,23,,
394,11084145,Steve Jobs,Walter Isaacson,4.15,1074484,1706,20,,
395,676924,Betrayed,P.C. Cast,3.91,258075,1705,24,House of Night,2
396,7849341,Tiger's Voyage,Colleen Houck,4.21,37056,1703,18,The Tiger Saga,3
397,40937505,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.90,943,1699,17,,
398,16240980,Why She Left Us,David Dennis,3.46,4994,1697,17,,
399,2475251,The Cellist of Sarajevo,Steven Galloway,3.95,39455,1696,21,,
400,21326,"Fables, Vol. 1: Legends in Exile",Bill Willingham,3.96,136827,1695,20,,
401,170210,Dead as a Doornail,Charlaine Harris,3.98,219963,1656,24,Sookie Stackhouse,5
402,5161066,Dead and Gone,Charlaine Harris,4.00,185103,1641,24,Sookie Stackhouse,9
403,14748,Good in Bed,Jennifer Weiner,3.73,291324,1639,21,Cannie Shapiro,1
404,12127810,The House of Hades,Rick Riordan,4.51,317902,1634,22,The Heroes of Olympus,4
405,35036409,My Brilliant Friend,Elena Ferrante,3.97,243335,1614,20,The Neapolitan Novels,1
406,51738,Just Listen,Sarah Dessen,4.04,246126,1612,23,,
407,29395568,Exotic Neurotic,Kenneth Jarrett Singleton,3.57,5256,1600,16,,
408,6597651,The Windup Girl,Paolo Bacigalupi,3.74,74150,1595,19,,
409,81227,Infidel,Ayaan Hirsi Ali,4.13,92887,1572,19,,
410,1421990,Halfway to the Grave,Jeaniene Frost,4.12,151847,1570,20,Night Huntress,1
411,2866718,Untamed,P.C. Cast,3.93,230396,1561,23,House of Night,4
412,10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,4.11,85075,1549,19,,
413,7812659,Safe Haven,Nicholas Sparks,4.20,356018,1548,20,,
414,24724,Drop City,T. Coraghessan Boyle,3.75,16701,1546,19,,
415,6366437,Half Broke Horses,Jeannette Walls,4.04,154711,1543,19,,
416,5091,The Dark Tower,Stephen King,4.23,162797,1540,19,The Dark Tower,7
417,12868761,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,3.86,186249,1539,19,,
418,6280379,The Children's Book,A.S. Byatt,3.63,19993,1537,19,,
418,4134071,Hunted,P.C. Cast,3.91,178453,1537,23,House of Night,5
420,315340,The Tenderness of Wolves,Stef Penney,3.68,17023,1536,18,,
421,3018539,Death with Interruptions,José Saramago,3.95,47715,1528,17,,
421,8683812,The Paris Wife,Paula McLain,3.81,285123,1528,23,,
423,4703581,The City &amp; the City,China Miéville,3.89,65440,1525,19,,
424,7362158,Girl in Translation,Jean Kwok,3.95,53937,1509,19,,
425,852470,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,3.82,188285,1508,19,Gallagher Girls,1
426,6065215,The Strain,Guillermo del Toro,3.77,84288,1507,19,The Strain Trilogy,1
427,17904495,Curse of The Salute,Anastacia Moore,3.49,4745,1500,15,,
428,10996342,The Art of Fielding,Chad Harbach,3.96,114252,1499,19,,
429,15811545,A Tale for the Time Being,Ruth Ozeki,4.00,96707,1494,17,,
430,271074,Tree of Smoke,Denis Johnson,3.54,17050,1488,17,,
431,179064,The Goose Girl,Shannon Hale,4.09,147364,1486,20,The Books of Bayern,1
432,25489625,Between the World and Me,Ta-Nehisi Coates,4.37,289987,1483,18,,
433,26135825,Fun Home: A Family Tragicomic,Alison Bechdel,4.05,154981,1475,18,,
434,16101128,The 5th Wave,Rick Yancey,4.02,426686,1472,20,The 5th Wave,1
435,42156,Something Borrowed,Emily Giffin,3.86,533880,1459,19,Darcy &amp; Rachel,1
436,8709523,The Golden Lily,Richelle Mead,4.27,119569,1454,19,Bloodlines,2
437,20613470,Heir of Fire,Sarah J. Maas,4.44,380399,1449,19,Throne of Glass,3
438,10194157,Shadow and Bone,Leigh Bardugo,3.97,610262,1436,18,The Shadow and Bone Trilogy,1
439,3165162,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",Rick Riordan,4.47,45276,1435,17,,
440,1158967,Garden Spells,Sarah Addison Allen,4.02,96284,1434,18,Waverley Family,1
441,36086,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson,3.86,50899,1432,18,,
442,30555488,The Underground Railroad,Colson Whitehead,4.04,340972,1428,19,,
443,6101718,The Magicians,Lev Grossman,3.53,252907,1424,17,The Magicians,1
444,15926,Nights in Rodanthe,Nicholas Sparks,3.83,162481,1420,18,,
445,231,I am Charlotte Simmons,Tom Wolfe,3.44,29506,1419,17,,
445,248704,It's Kind of a Funny Story,Ned Vizzini,4.09,233530,1419,16,,
447,43931,The Woods,Harlan Coben,4.02,91957,1411,17,,
448,11505797,Beautiful Disaster,Jamie McGuire,4.06,601927,1405,19,Beautiful,1
449,17333230,The Luminaries,Eleanor Catton,3.72,81159,1399,17,,
450,37186,The Miraculous Journey of Edward Tulane,Kate DiCamillo,4.32,94086,1398,17,,
451,14058818,Life... Love... Kumbh...,Aporva Kala,3.50,4966,1395,14,,
452,11447921,Beautiful Ruins,Jess Walter,3.67,167520,1385,18,,
453,46190,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,3.82,37442,1378,16,,
454,8652190,Awakened,P.C. Cast,3.98,137565,1370,20,House of Night,8
455,51964,Old Man's War,John Scalzi,4.19,183499,1368,16,Old Man's War,1
456,74462,Unless,Carol Shields,3.59,18217,1367,16,,
457,13376,The House of the Scorpion,Nancy Farmer,4.04,92787,1361,18,Matteo Alacran,1
458,543873,Mister Pip,Lloyd Jones,3.64,23907,1356,16,,
458,7912007,"Full Dark, No Stars",Stephen King,4.05,102968,1356,16,,
460,16243,Case Histories,Kate Atkinson,3.80,105101,1354,18,Jackson Brodie,1
461,823,Quicksilver,Neal Stephenson,3.87,43309,1336,16,The Baroque Cycle,1
462,10929,For One More Day,Mitch Albom,4.08,137551,1323,17,,
463,213753,Life As We Knew It,Susan Beth Pfeffer,3.87,128510,1317,16,Last Survivors,1
464,15812814,Crossed,Ally Condie,3.53,233365,1316,19,Matched,2
465,16130549,Doctor Sleep,Stephen King,4.10,224068,1313,17,,
466,16143347,We Were Liars,E. Lockhart,3.80,691089,1303,17,,
467,16176440,We Are All Completely Beside Ourselves,Karen Joy Fowler,3.70,115004,1297,16,,
467,17934530,Annihilation,Jeff VanderMeer,3.73,175618,1297,16,,
469,26889576,The Big Short: Inside the Doomsday Machine,Michael   Lewis,4.26,148645,1296,16,,
470,22842297,The Bridge To Caracas,Stephen Douglass,3.66,8471,1293,13,The King Trilogy,1
471,144800,The Raw Shark Texts,Steven  Hall,3.78,21907,1292,14,,
472,16457950,The Chronicle of Sapta Sindhu,Aporva Kala,3.46,5054,1288,13,,
473,7992363,HHhH,Laurent Binet,3.97,25137,1275,14,,
474,3657138,Fade,Lisa McMann,3.89,56000,1271,16,Wake,2
474,3009435,A Mercy,Toni Morrison,3.68,27722,1271,15,,
476,6424,Seven Up,Janet Evanovich,4.12,123758,1269,15,Stephanie Plum,7
477,3974,The Terror,Dan Simmons,4.02,53407,1267,14,,
478,9369720,Passion,Lauren Kate,3.86,164176,1263,17,Fallen,3
479,25584847,The Night Watch,Sarah Waters,3.66,32462,1255,15,,
480,9409458,Forever,Maggie Stiefvater,3.87,124652,1253,19,The Wolves of Mercy Falls,3
481,24914,The March,E.L. Doctorow,3.70,15788,1252,17,,
481,6820,Number9Dream,David Mitchell,3.83,26320,1252,16,,
483,138684,Sovereign,C.J. Sansom,4.13,30566,1247,15,Matthew Shardlake,3
484,153008,Kushiel's Dart,Jacqueline Carey,3.98,81810,1246,15,Phèdre's Trilogy,1
485,15717943,Hopeless,Colleen Hoover,4.27,306507,1244,17,Hopeless,1
486,147848,Star of the Sea,Joseph O&#39;Connor,3.79,12451,1238,15,,
487,19486412,Big Little Lies,Liane Moriarty,4.28,842839,1233,18,,
488,2017056,Skeletons at the Feast,Chris Bohjalian,3.99,24989,1229,14,,
489,12578077,Obsidian,Jennifer L. Armentrout,4.14,262409,1227,16,Lux,1
490,40331,To the Nines,Janet Evanovich,4.13,117618,1226,15,Stephanie Plum,9
491,17675462,The Raven Boys,Maggie Stiefvater,4.03,318369,1220,16,The Raven Cycle,1
492,202769,In the Night Garden,Catherynne M. Valente,3.86,11871,1219,13,The Orphan's Tales,1
493,7664041,Inheritance,Christopher Paolini,4.09,242854,1217,17,The Inheritance Cycle,4
494,6917952,Burned,P.C. Cast,3.95,156857,1213,19,House of Night,7
495,62530,Thud!,Terry Pratchett,4.32,66734,1212,14,"Discworld, #34; City Watch",7
496,18293427,The Storied Life of A.J. Fikry,Gabrielle Zevin,3.99,219088,1202,16,,
497,4502877,Midnight Sun [2008 Draft],Stephenie Meyer,4.00,154456,1199,16,,
497,29906980,Lincoln in the Bardo,George Saunders,3.75,136444,1199,15,,
499,22500587,Aegis Rising,S.S. Segran,3.52,5271,1198,12,The Aegis League,1
500,7124095,Gone,Lisa McMann,3.68,33276,1197,15,Wake,3
501,22320,Pattern Recognition,William Gibson,3.85,51991,1195,16,Blue Ant,1
501,22404103,Phantom Wolf,Kia Carrington-Russell,3.50,4967,1195,12,Phantom Wolf,1
503,23258641,Throne of Novoxos,Tyler Chase,3.51,5280,1193,12,Van Laven Chronicles,1
504,16435,Life Expectancy,Dean Koontz,3.95,37144,1192,14,,
505,6617928,Saving CeeCee Honeycutt,Beth Hoffman,3.92,82813,1190,15,,
505,16160314,Trust: A New Beginning,Cristiane Serruya,3.49,5475,1190,12,Trust Trilogy,1
507,6425,Hard Eight,Janet Evanovich,4.14,122386,1185,15,Stephanie Plum,8
508,23437156,Six of Crows,Leigh Bardugo,4.47,552072,1182,15,Six of Crows,1
509,1412138,Iron Kissed,Patricia Briggs,4.31,119110,1181,16,Mercy Thompson,3
510,9418327,Bossypants,Tina Fey,3.95,917515,1178,16,,
511,472343,Duma Key,Stephen King,3.94,110677,1177,15,,
512,30264,Dead Witch Walking,Kim Harrison,4.02,124179,1175,15,The Hollows,1
513,2719,The Book of Salt,Monique Truong,3.52,5330,1170,13,,
514,77160,Across the Nightingale Floor,Lian Hearn,4.06,37659,1164,13,Tales of the Otori,1
515,597790,The Children of Húrin,J.R.R. Tolkien,3.97,74624,1161,14,,
515,28251002,The Nix,Nathan  Hill,4.05,67256,1161,13,,
517,47624,Lirael,Garth Nix,4.24,118497,1159,14,Abhorsen,2
518,6260997,Half the Sky: Turning Oppression Into Opportunity for Women Worldwide,Nicholas D. Kristof,4.26,54392,1156,14,,
519,56495,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.94,248396,1153,15,,
520,24472,Peony in Love,Lisa See,3.62,45695,1151,17,,
521,5139,The Devil Wears Prada,Lauren Weisberger,3.77,818674,1141,17,The Devil Wears Prada,1
522,118944,American Born Chinese,Gene Luen Yang,3.88,82760,1139,14,,
522,4978,Wolves of the Calla,Stephen King,4.16,170646,1139,15,The Dark Tower,5
524,1951125,The Lace Reader,Brunonia Barry,3.48,27846,1134,14,,
525,7933292,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.00,296715,1133,15,,
526,3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,3.84,84546,1132,14,,
527,2161733,Child 44,Tom Rob Smith,4.08,86159,1128,14,Leo Demidov,1
528,17927395,A Court of Mist and Fury,Sarah J. Maas,4.58,545574,1125,13,A Court of Thorns and Roses,2
529,35729,Lover Eternal,J.R. Ward,4.33,183059,1120,16,Black Dagger Brotherhood,2
530,13539044,The Silver Linings Playbook,Matthew Quick,3.98,154872,1119,14,,
531,43603,The People of Paper,Salvador Plascencia,4.08,4875,1118,12,,
532,6749,Oblivion: Stories,David Foster Wallace,4.06,12990,1117,12,,
533,5084,My Life in France,Julia Child,4.10,89440,1113,14,,
534,95186,The Inheritance of Loss,Kiran Desai,3.44,49384,1110,15,,
535,17157,Marie Antoinette: The Journey,Antonia Fraser,3.88,38284,1109,14,,
536,11408650,The Unbecoming of Mara Dyer,Michelle Hodkin,4.02,167284,1107,15,Mara Dyer,1
537,40173,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,3.83,162631,1104,13,,
538,12279098,The God Complex,Chris Titus,3.84,3512,1100,11,,
538,18334644,Meeting With Christ and Other Poems,Deepak Chaswal,4.48,86,1100,11,,
540,1914973,The Likeness,Tana French,4.04,148290,1099,14,Dublin Murder Squad,2
540,13152,The Angel Experiment,James Patterson,4.06,218626,1099,15,Maximum Ride,1
540,16069963,Curiosity kills the KatHA,Ashok  Kallarakkal,3.71,72,1099,11,,
543,16130,Alexander Hamilton,Ron Chernow,4.17,159490,1096,13,,
544,9517,Persepolis 2: The Story of a Return,Marjane Satrapi,4.16,72971,1095,13,Persepolis,2
545,9572203,The Snowman,Jo Nesbø,4.01,125836,1092,15,Harry Hole,7
546,13137,1st to Die,James Patterson,4.08,316097,1091,14,Women's Murder Club,1
547,8492825,Where She Went,Gayle Forman,4.00,276610,1085,15,If I Stay,2
547,8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.39,82460,1085,13,,
549,139220,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",Bill Buford,3.90,23483,1083,13,,
550,9593911,Pandemonium,Lauren Oliver,4.04,226565,1080,15,Delirium,2
551,112286,The Lost: A Search for Six of Six Million,Daniel Mendelsohn,3.92,7512,1069,14,,
552,34501,A Hat Full of Sky,Terry Pratchett,4.25,71663,1067,14,"Discworld, #32; Tiffany Aching",2
552,8617107,The Sacred Band,Janet E. Morris,4.46,301,1067,11,,
554,3686,Truth and Beauty,Ann Patchett,3.93,38941,1066,14,,
555,5391115,The Awakening,Kelley Armstrong,4.12,116373,1060,16,Darkest Powers,2
556,35959740,Circe,Madeline Miller,4.26,545829,1056,12,,
557,13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,4.04,52244,1055,14,,
558,44001,Small Island,Andrea Levy,3.98,29974,1053,14,,
558,17402605,The Alchemyst,Michael Scott,3.84,155100,1053,14,The Secrets of the Immortal Nicholas Flamel,1
560,6137154,Fire,Kristin Cashore,4.08,179141,1052,14,Graceling Realm,2
561,3063499,The Lucky One,Nicholas Sparks,4.12,339258,1051,14,,
562,6613956,The Solitude of Prime Numbers,Paolo Giordano,3.62,56306,1049,13,,
563,27833670,Dark Matter,Blake Crouch,4.10,315919,1043,13,,
564,252499,The Queen's Fool,Philippa Gregory,3.87,93624,1036,14,The Plantagenet and Tudor Novels,12
565,9118135,State of Wonder,Ann Patchett,3.88,174145,1035,16,,
566,9265453,Embassytown,China Miéville,3.89,30224,1031,12,,
567,4836308,The Physick Book of Deliverance Dane,Katherine Howe,3.72,57063,1023,12,The Physick Book,1
568,35066358,The First Fifteen Lives of Harry August,Claire North,4.01,78359,1021,11,,
569,3720975,Handle with Care,Jodi Picoult,3.98,118095,1012,13,,
570,9443405,The Pale King,David Foster Wallace,3.96,16148,1010,11,,
571,13641208,Tenth of December,George Saunders,3.95,67405,1007,12,,
572,7274337,The Invisible Bridge,Julie Orringer,4.16,51429,1006,13,,
573,16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.88,36954,1001,13,,
574,16165500,Arielle: Immortal Awakening,Lilian Roberts,3.72,392,1000,10,Immortal Rapture,1
575,5726135,View Points and Points of View: A 'Phoetry Book' from Cornwall,Clive Blake,4.05,40,997,10,,
575,54998072,The Travelers Within: Into The Unknown,Daniel Mode,3.93,70,997,10,,
577,15819028,The Golem and the Jinni,Helene Wecker,4.08,116463,996,14,The Golem and the Jinni,1
578,285205,Blood Bound,Patricia Briggs,4.29,119228,995,13,Mercy Thompson,2
579,7896345,The Gathering,Kelley Armstrong,3.99,66922,994,14,Darkness Rising,1
579,19405702,Walks Away Woman,Ki Longfellow,4.38,1126,994,10,,
581,125502,What I Loved,Siri Hustvedt,4.07,16983,992,11,,
581,5861011,Vashua's Messenger,Julie Rollins,4.42,50,992,10,The Vadelah Chronicles,2
581,16248068,The Elite,Kiera Cass,3.99,551311,992,13,The Selection,2
584,17454163,Trust: Betrayed,Cristiane Serruya,4.03,278,990,10,Trust Trilogy,2
